index,cpd_id,action,variable,value,note,comment,reference,phase,date
866,m00693,add,kegg_alt,C14253,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
867,m00693,add,kegg_alt,C14260,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
868,m00697,add,kegg_alt,C16327,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
869,m00742,add,kegg_alt,C04722,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
870,m00743,add,kegg_alt,C04760,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
871,m00743,add,kegg_alt,C05448,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
872,m00753,add,kegg_alt,C01301,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
873,m00761,add,kegg_alt,C17335,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
874,m00771,add,kegg_alt,C11544,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
875,m00771,add,kegg_alt,C19792,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
876,m00772,add,kegg_alt,C16699,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
877,m00777,add,kegg_alt,C07343,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
878,m00797,add,kegg_alt,C04405,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
879,m00825,add,kegg_alt,C17361,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
880,m00830,add,kegg_alt,C09946,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
881,m00834,add,kegg_alt,C16328,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
882,m00835,add,kegg_alt,C15818,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
883,m00836,add,kegg_alt,C16330,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
884,m00837,add,kegg_alt,C10373,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
885,m00851,add,kegg_alt,C16508,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
886,m00853,add,kegg_alt,C16375,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
887,m00854,add,kegg_alt,C16335,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
888,m00901,add,kegg_alt,C16388,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
889,m00902,add,kegg_alt,C16375,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
890,m00902,add,kegg_alt,C16389,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
891,m00903,add,kegg_alt,C16388,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
892,m00935,add,kegg_alt,C02367,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
893,m00936,add,kegg_alt,C02367,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
894,m00937,add,kegg_alt,C17394,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
895,m00937,add,kegg_alt,C17422,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
896,m00940,add,kegg_alt,C19828,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
897,m00945,add,kegg_alt,C00082,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
898,m00945,add,kegg_alt,C01536,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
899,m00954,add,kegg_alt,C08631,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
900,m00955,add,kegg_alt,C08154,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
901,m00956,add,kegg_alt,C04746,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
902,m00956,add,kegg_alt,C14157,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
903,m00958,add,kegg_alt,C03910,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
904,m00959,add,kegg_alt,C08211,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
905,m00960,add,kegg_alt,C04416,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
906,m00962,add,kegg_alt,C04814,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
907,m00964,add,kegg_alt,C15789,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
908,m00966,add,kegg_alt,C04453,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
909,m00966,add,kegg_alt,C04525,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
910,m00967,add,kegg_alt,C05111,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
911,m00976,add,kegg_alt,C16494,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
912,m00977,add,kegg_alt,C16494,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
913,m00980,add,kegg_alt,C16464,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
914,m00983,add,kegg_alt,C16322,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
915,m00984,add,kegg_alt,C09115,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
916,m00988,add,kegg_alt,C08471,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
917,m00991,add,kegg_alt,C04604,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
918,m00993,add,kegg_alt,C06093,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
919,m00993,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
920,m00997,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
921,m00997,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
922,m00998,add,kegg_alt,C19477,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
923,m01000,add,kegg_alt,C05298,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
924,m01000,add,kegg_alt,C05300,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
925,m01012,add,kegg_alt,C05285,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
926,m01015,add,kegg_alt,C05270,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
927,m01024,add,kegg_alt,C07058,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
928,m01024,add,kegg_alt,C09188,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
929,m01028,add,kegg_alt,C05028,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
930,m01029,add,kegg_alt,C09119,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
931,m01029,add,kegg_alt,C09194,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
932,m01030,add,kegg_alt,C04251,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
933,m01031,add,kegg_alt,C09119,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
934,m01031,add,kegg_alt,C09194,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
935,m01039,add,kegg_alt,C00909,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
936,m01041,add,kegg_alt,C05949,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
937,m01047,add,kegg_alt,C01312,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
938,m01057,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
939,m01060,add,kegg_alt,C06093,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
940,m01060,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
941,m01063,add,kegg_alt,C05956,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
942,m01063,add,kegg_alt,C05962,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
943,m01068,add,kegg_alt,C00599,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
944,m01068,add,kegg_alt,C01164,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
945,m01070,add,kegg_alt,C11135,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
946,m01070,add,kegg_alt,C11136,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
947,m01080,add,kegg_alt,C05425,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
948,m01080,add,kegg_alt,C05444,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
949,m01081,add,kegg_alt,C01301,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
950,m01082,add,kegg_alt,C01301,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
951,m01083,add,kegg_alt,C05445,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
952,m01083,add,kegg_alt,C05453,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
953,m01084,add,kegg_alt,C05445,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
954,m01084,add,kegg_alt,C05453,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
955,m01085,add,kegg_alt,C16890,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
956,m01087,add,kegg_alt,C16890,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
957,m01089,add,kegg_alt,C05446,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
958,m01096,add,kegg_alt,C01618,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
959,m01118,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
960,m01123,add,kegg_alt,C02645,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
961,m01124,add,kegg_alt,C05949,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
962,m01124,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
963,m01125,add,kegg_alt,C06093,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
964,m01125,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
965,m01141,add,kegg_alt,C06736,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
966,m01151,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
967,m01152,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
968,m01153,add,kegg_alt,C06088,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
969,m01154,add,kegg_alt,C02057,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
970,m01171,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
971,m01172,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
972,m01180,add,kegg_alt,C04715,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
973,m01180,add,kegg_alt,C08891,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
974,m01186,add,kegg_alt,C02942,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
975,m01187,add,kegg_alt,C05949,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
976,m01187,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
977,m01188,add,kegg_alt,C09067,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
978,m01188,add,kegg_alt,C09081,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
979,m01192,add,kegg_alt,C09115,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
980,m01193,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
981,m01193,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
982,m01199,add,kegg_alt,C17747,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
983,m01201,add,kegg_alt,C09693,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
984,m01201,add,kegg_alt,C09694,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
985,m01204,add,kegg_alt,C17747,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
986,m01205,add,kegg_alt,C09693,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
987,m01205,add,kegg_alt,C09694,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
988,m01206,add,kegg_alt,C09693,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
989,m01206,add,kegg_alt,C09694,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
990,m01207,add,kegg_alt,C09183,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
991,m01207,add,kegg_alt,C16525,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
992,m01211,add,kegg_alt,C15790,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
993,m01211,add,kegg_alt,C15800,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
994,m01213,add,kegg_alt,C14776,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
995,m01218,add,kegg_alt,C14836,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
996,m01219,add,kegg_alt,C14825,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
997,m01220,add,kegg_alt,C19620,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
998,m01221,add,kegg_alt,C02314,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
999,m01223,add,kegg_alt,C05956,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1000,m01224,add,kegg_alt,C09188,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1001,m01225,add,kegg_alt,C11637,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1002,m01227,add,kegg_alt,C15157,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1003,m01227,add,kegg_alt,C15346,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1004,m01234,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1005,m01235,add,kegg_alt,C02064,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1006,m01236,add,kegg_alt,C16530,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1007,m01239,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1008,m01243,add,kegg_alt,C14826,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1009,m01243,add,kegg_alt,C19617,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1010,m01250,add,kegg_alt,C00148,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1011,m01270,add,kegg_alt,C04013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1012,m01271,add,kegg_alt,C04013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1013,m01273,add,kegg_alt,C04013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1014,m01274,add,kegg_alt,C04013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1015,m01276,add,kegg_alt,C04013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1016,m01292,add,kegg_alt,C01586,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1017,m01309,add,kegg_alt,C01780,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1018,m01325,add,kegg_alt,C03264,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1019,m01382,add,kegg_alt,C00611,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1020,m01391,add,kegg_alt,C04925,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1021,m01391,add,kegg_alt,C04938,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1022,m01392,add,kegg_alt,C20827,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1023,m01446,add,kegg_alt,C15518,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1024,m01464,add,kegg_alt,C14641,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1025,m01474,add,kegg_alt,C15441,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1026,m01478,add,kegg_alt,C14641,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1027,m01486,add,kegg_alt,C14641,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1028,m01499,add,kegg_alt,C15441,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1029,m01511,add,kegg_alt,C01189,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1030,m01511,add,kegg_alt,C03091,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1031,m01573,add,kegg_alt,C05261,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1032,m01574,add,kegg_alt,C05261,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1033,m01582,add,kegg_alt,C08316,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1034,m01625,add,kegg_alt,C05643,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1035,m01658,add,kegg_alt,C00390,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1036,m01658,add,kegg_alt,C00828,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1037,m01739,add,kegg_alt,C00650,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1038,m01760,add,kegg_alt,C00199,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1039,m01760,add,kegg_alt,C00231,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1040,m01791,add,kegg_alt,C14441,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1041,m01792,add,kegg_alt,C09061,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1042,m01792,add,kegg_alt,C14441,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1043,m01793,add,kegg_alt,C09061,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1044,m01794,add,kegg_alt,C09061,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1045,m01794,add,kegg_alt,C14441,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1046,m01846,add,kegg_alt,C03146,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1047,m01846,add,kegg_alt,C03521,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1048,m01848,add,kegg_alt,C16489,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1049,m01914,add,kegg_alt,C06130,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1050,m01923,add,kegg_alt,C09291,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1051,m01923,add,kegg_alt,C09304,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1052,m01930,add,kegg_alt,C03738,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1053,m01931,add,kegg_alt,C03415,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1054,m01937,add,kegg_alt,C15790,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1055,m01937,add,kegg_alt,C15800,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1056,m01942,add,kegg_alt,C06141,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1057,m01944,add,kegg_alt,C04927,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1058,m01980,add,kegg_alt,C17658,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1059,m01985,add,kegg_alt,C02297,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1060,m01985,add,kegg_alt,C07447,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1061,m01999,add,kegg_alt,C00528,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1062,m02009,add,kegg_alt,C04911,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1063,m02009,add,kegg_alt,C04936,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1064,m02014,add,kegg_alt,C04884,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1065,m02014,add,kegg_alt,C04924,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1066,m02149,add,kegg_alt,C01663,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1067,m02188,add,kegg_alt,C02728,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1068,m02190,add,kegg_alt,C08269,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1069,m02318,add,kegg_alt,C15872,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1070,m02331,add,kegg_alt,C06131,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1071,m02363,add,kegg_alt,C06093,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1072,m02363,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1073,m02365,add,kegg_alt,C05949,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1074,m02365,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1075,m02382,add,kegg_alt,C15473,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1076,m02422,add,kegg_alt,C00599,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1077,m02441,add,kegg_alt,C19440,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1078,m02443,add,kegg_alt,C01594,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1079,m02446,add,kegg_alt,C06216,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1080,m02449,add,kegg_alt,C06218,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1081,m02478,add,kegg_alt,C09348,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1082,m02499,add,kegg_alt,C07591,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1083,m02520,add,kegg_alt,C11723,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1084,m02526,add,kegg_alt,C00357,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1085,m02526,add,kegg_alt,C04256,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1086,m02530,add,kegg_alt,C00430,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1087,m02530,add,kegg_alt,C01073,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1088,m02531,add,kegg_alt,C00439,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1089,m02531,add,kegg_alt,C16674,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1090,m02538,add,kegg_alt,C11361,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1091,m02560,add,kegg_alt,C00162,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1092,m02570,add,kegg_alt,C15868,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1093,m02572,add,kegg_alt,C11331,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1094,m02632,add,kegg_alt,C02953,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1095,m02648,add,kegg_alt,C09124,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1096,m02649,add,kegg_alt,C08503,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
